#TYPE System.Management.Automation.PSCustomObject
"adminConsentDescription","adminConsentDisplayName","id","isEnabled","type","userConsentDescription","userConsentDisplayName","value"
"Allows a Teams app to read, install, upgrade, and uninstall itself for the signed-in user.","Allow the Teams app to manage itself for a user","207e0cb1-3ce7-4922-b991-5a760c346ebc","True","User","Allows a Teams app to read, install, upgrade, and uninstall itself for you.","Allow the Teams app to manage itself for you","TeamsAppInstallation.ReadWriteSelfForUser"
"Allows the app to read, install, upgrade, and uninstall Teams apps installed for the signed-in user. Does not give the ability to read application-specific settings.","Manage user's installed Teams apps","093f8818-d05f-49b8-95bc-9d2a73e9a43c","True","Admin","Allows the app to read, install, upgrade, and uninstall Teams apps installed for you. Does not give the ability to read application-specific settings.","Manage your installed Teams apps","TeamsAppInstallation.ReadWriteForUser"
"Allows the app to create teams on behalf of the signed-in user.","Create teams","7825d5d6-6049-4ce7-bdf6-3b8d53f4bcd0","True","User","Allows the app to create teams on your behalf.?","Create teams","Team.Create"
"Add and remove members from all teams, on behalf of the signed-in user. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","Add and remove members with non-owner role for all teams","2104a4db-3a2f-4ea0-9dba-143d457dc666","True","Admin","Add and remove members from all teams, on your behalf. Does not allow adding or removing a member with the owner role. Additionally, does not allow the app to elevate an existing member to the owner role.","Add and remove members with non-owner role for all teams","TeamMember.ReadWriteNonOwnerRole.All"
"Allows the app to read the term store data that the signed-in user has access to. This includes all sets, groups and terms in the term store.","Read term store data","297f747b-0005-475b-8fef-c890f5152b38","True","Admin","Allows the app to read the term store data that you have access to. This includes all sets, groups and terms in the term store.","Read term store data","TermStore.Read.All"
"Allows the app to read or modify data that the signed-in user has access to.?This includes all sets, groups and terms in the term store.","Read and write term store data","6c37c71d-f50f-4bff-8fd3-8a41da390140","True","Admin","Allows the app to read or modify data that you have access to. This includes all sets, groups and terms in the term store.","Read and write term store data","TermStore.ReadWrite.All"
"Allows the app to read your tenant's service announcement messages on behalf of the signed-in user. Messages may include information about new or changed features.","Read service announcement messages","eda39fa6-f8cf-4c3c-a909-432c683e4c9b","True","Admin","Allows the app to read your tenant's service announcement messages on your behalf. Messages may include information about new or changed features.","Read service messages","ServiceMessage.Read.All"
"Allows the app to read your tenant's service health information on behalf of the signed-in user. Health information may include service issues or service health overviews.","Read service health","55896846-df78-47a7-aa94-8d3d4442ca7f","True","Admin","Allows the app to read your tenant's service health information on your behalf.Health information may include service issues or service health overviews.","Read service health","ServiceHealth.Read.All"
"Allows the app to read all the short notes a sign-in user has access to.","Read short notes of the signed-in user","50f66e47-eb56-45b7-aaa2-75057d9afe08","True","User","Allows the app to read your short notes.","Read your short notes","ShortNotes.Read"
"Allows the app to read, create, edit, and delete short notes of a signed-in user.","Read, create, edit, and delete short notes of the signed-in user","328438b7-4c01-4c07-a840-e625a749bb89","True","User","Allows the app to read, create, edit, and delete your short notes.","Read, create, edit, and delete your short notes","ShortNotes.ReadWrite"
"Allows the app to read your organization's conditional access policies on behalf of the signed-in user.","Read your organization's conditional access policies","633e0fce-8c58-4cfb-9495-12bbd5a24f7c","True","User","Allows the app to read your organization's conditional access policies on your behalf.","Read your organization's conditional access policies","Policy.Read.ConditionalAccess"
"Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on behalf of the signed-in user.  This includes reading role definitions and role assignments.","Read role management data for all RBAC providers","48fec646-b2ba-4019-8681-8eb31435aded","True","Admin","Allows the app to read the role-based access control (RBAC) settings for all RBAC providers, on your behalf.  This includes reading role definitions and role assignments.","Read role management data for all RBAC providers","RoleManagement.Read.All"
"Allows an app to send one-to-one and group chat messages in Microsoft Teams, on behalf of the signed-in user.","Send user chat messages","116b7235-7cc6-461e-b163-8e55691d839e","True","User","Allows an app to send one-to-one and group chat messages in Microsoft Teams, on your behalf.","Send chat messages","ChatMessage.Send"
"Allows an app to read the members and descriptions of one-to-one and group chat threads, on behalf of the signed-in user.","Read names and members of user chat threads","9547fcb5-d03f-419d-9948-5928bbf71b0f","True","User","Allows an app to read the members and descriptions of one-to-one and group chat threads, on your behalf.","Read names and members of your chat threads","Chat.ReadBasic"
"Allows the app to read and write the properties of Cloud PCs on behalf of the signed-in user.","Read and write Cloud PCs","9d77138f-f0e2-47ba-ab33-cd246c8b79d1","True","Admin","Allows the app to read and write the properties of Cloud PCs, on your behalf.","Read and write Cloud PCs","CloudPC.ReadWrite.All"
"Allows the app to read the properties of Cloud PCs on behalf of the signed-in user.","Read Cloud PCs","5252ec4e-fd40-4d92-8c68-89dd1d3c6110","True","User","Allows the app to read the properties of Cloud PCs, on your behalf.","Read Cloud PCs","CloudPC.Read.All"
"Allows the app to read, install, upgrade, and uninstall Teams apps in chats the signed-in user can access. Does not give the ability to read application-specific settings.","Manage installed Teams apps in chats","aa85bf13-d771-4d5d-a9e6-bca04ce44edf","True","Admin","Allows the app to read, install, upgrade, and uninstall Teams apps in chats you can access. Does not give the ability to read application-specific settings.","Manage installed Teams apps in chats","TeamsAppInstallation.ReadWriteForChat"
"Allows the app to create, read, update, and delete the signed-in user's tasks and task lists, including any shared with the user.","Create, read, update, and delete user?s tasks and task lists","2219042f-cab5-40cc-b0d2-16b1540b4c5f","True","User","Allows the app to create, read, update, and delete your tasks and task lists, including any shared with you.","Create, read, update, and delete your tasks and task lists","Tasks.ReadWrite"
"Allows the app to read the signed-in user?s tasks and task lists, including any shared with the user. Doesn't include permission to create, delete, or update anything.","Read user's tasks and task lists","f45671fb-e0fe-4b4b-be20-3d3ce43f1bcb","True","User","Allows the app to read your tasks and task lists, including any shared with you. Doesn't include permission to create, delete, or update anything.","Read your tasks and task lists","Tasks.Read"
"Allows an app to read one-to-one and group chat messages, on behalf of the signed-in user.","Read user chat messages","cdcdac3a-fd45-410d-83ef-554db620e5c7","True","User","Allows an app to read one-to-one or group chat messages in Microsoft Teams, on your behalf.","Read user chat messages","ChatMessage.Read"
"Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats the signed-in user can access.","Allow the Teams app to manage all tabs in chats","ee928332-e9c2-4747-b4a0-f8c164b68de6","True","Admin","Allows a Teams app to read, install, upgrade, and uninstall all tabs in chats you can access.","Allow the Teams app to manage all tabs in chats","TeamsTab.ReadWriteForChat"
"Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams the signed-in user can access.","Allow the Teams app to manage all tabs in teams","c975dd04-a06e-4fbb-9704-62daad77bb49","True","Admin","Allows a Teams app to read, install, upgrade, and uninstall all tabs to teams you can access.","Allow the app to manage all tabs in teams","TeamsTab.ReadWriteForTeam"
"Allows a Teams app to read, install, upgrade, and uninstall all tabs for the signed-in user.","Allow the Teams app to manage all tabs for a user","c37c9b61-7762-4bff-a156-afc0005847a0","True","User","Allows a Teams app to read, install, upgrade, and uninstall all tabs for you.","Allow the Teams app to manage all tabs for you","TeamsTab.ReadWriteForUser"
"Allows the app to read the API connectors used in user authentication flows, on behalf of the signed-in user.","Read API connectors for authentication flows","1b6ff35f-31df-4332-8571-d31ea5a4893f","True","Admin","Allows the app to read the API connectors used in user authentication flows, on your behalf.","Read API connectors for authentication flows","APIConnectors.Read.All"
"Allows the app to read, create and manage the API connectors used in user authentication flows, on behalf of the signed-in user.","Read and write API connectors for authentication flows","c67b52c5-7c69-48b6-9d48-7b3af3ded914","True","Admin","Allows the app to read, create and manage the API connectors used in user authentication flows, on your behalf.","Read and write API connectors for authentication flows","APIConnectors.ReadWrite.All"
"Read the members of chats, on behalf of the signed-in user.","Read the members of chats","c5a9e2b1-faf6-41d4-8875-d381aa549b24","True","Admin","Read the members of chats, on your behalf.","Read the members of chats","ChatMember.Read"
"Add and remove members from chats, on behalf of the signed-in user.","Add and remove members from chats","dea13482-7ea6-488f-8b98-eb5bbecf033d","True","Admin","Add and remove members from chats, on your behalf.","Add and remove members from chats","ChatMember.ReadWrite"
"Allows the app to create chats on behalf of the signed-in user.","Create chats","38826093-1258-4dea-98f0-00003be2b8d0","True","User","Allows the app to create chats on your behalf.?","Create chats","Chat.Create"
"Allows the application to read and write tenant-wide print settings on behalf of the signed-in user.","Read and write tenant-wide print settings","9ccc526a-c51c-4e5c-a1fd-74726ef50b8f","True","Admin","Allows the application to read and write tenant-wide print settings on your behalf.","Read and write tenant-wide print settings","PrintSettings.ReadWrite.All"
"Allows the application to read tenant-wide print settings on behalf of the signed-in user.","Read tenant-wide print settings","490f32fd-d90f-4dd7-a601-ff6cdc1a3f6c","True","Admin","Allows the application to read tenant-wide print settings on your behalf.","Read tenant-wide print settings","PrintSettings.Read.All"
"Allows the application to read and write print connectors on behalf of the signed-in user. ","Read and write print connectors","79ef9967-7d59-4213-9c64-4b10687637d8","True","Admin","Allows the application to read and write print connectors on your behalf.","Read and write print connectors","PrintConnector.ReadWrite.All"
"Allows the application to read print connectors on behalf of the signed-in user.","Read print connectors","d69c2d6d-4f72-4f99-a6b9-663e32f8cf68","True","Admin","Allows the application to read print connectors on your behalf.","Read print connectors","PrintConnector.Read.All"
"Allows the application to read basic information about printer shares on behalf of the signed-in user. Does not allow reading access control information.","Read basic information about printer shares","5fa075e9-b951-4165-947b-c63396ff0a37","True","User","Allows the application to read basic information about printer shares on your behalf.","Read basic information about printer shares","PrinterShare.ReadBasic.All"
"Allows the application to create print jobs on behalf of the signed-in user and upload document content to print jobs that the signed-in user created.","Create print jobs","21f0d9c0-9f13-48b3-94e0-b6b231c7d320","True","User","Allows the application to create print jobs on your behalf and upload document content to print jobs  that you created.","Create your print jobs","PrintJob.Create"
"Allows the app to read Azure AD recommendations, on behalf of the signed-in user.","Read Azure AD recommendations","34d3bd24-f6a6-468c-b67c-0c365c1d6410","True","Admin","Allows the app to read Azure AD recommendations, on your behalf.","Read Azure AD recommendations","DirectoryRecommendations.Read.All"
"Allows the application to list and query user profile information associated with the current tenant on behalf of the signed-in user.? It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), associated with the current tenant on behalf of the signed-in user.","Read shared cross-tenant user profile and export or delete data","eed0129d-dc60-4f30-8641-daf337a39ffd","True","Admin","Allows the application to list and query shared user profile information associated with the current tenant on your behalf.? It also permits the application to export and remove your external user data (e.g. customer content or system-generated logs), associated with the current tenant on your behalf.","Read shared cross-tenant user profile and export or delete data","CrossTenantUserProfileSharing.ReadWrite"
"Allows the app to manage restricted resources based on the other permissions granted to the app, on behalf of the signed-in user.","Manage restricted resources in the directory","cba5390f-ed6a-4b7f-b657-0efc2210ed20","True","Admin","Allows the app to manage restricted resources based on the other permissions granted to the app, on your behalf.","Manage restricted resources in the directory","Directory.Write.Restricted"
"Allows the app to read your organization's threat submission policies on behalf of the signed-in user. Also allows the app to create new threat submission policies on behalf of the signed-in user.","Read and write all threat submission policies","059e5840-5353-4c68-b1da-666a033fc5e8","True","Admin","Allows the app to read your organization's threat submission policies  on your behalf. Also allows the app to create new threat submission policies  on your behalf.","Read and write all threat submission policies","ThreatSubmissionPolicy.ReadWrite.All"
"Allows the application to list and query any shared user profile information associated with the current tenant on behalf of the signed-in user.? It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on behalf of the signed-in user.","Read all shared cross-tenant user profiles and export or delete their data","64dfa325-cbf8-48e3-938d-51224a0cac01","True","Admin","Allows the application to list and query any shared user profile information associated with the current tenant on your behalf.? It also permits the application to export and remove external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on your behalf.","Read any shared cross-tenant user profiles and export or delete data","CrossTenantUserProfileSharing.ReadWrite.All"
"Allows the app to read the threat submissions and threat submission policies owned by the signed-in user.","Read threat submissions","fd5353c6-26dd-449f-a565-c4e16b9fce78","True","User","Allows the app to read the threat submissions and threat submission policies that you own on your behalf.","Read threat submissions","ThreatSubmission.Read"
"Allows the app to read the threat submissions and threat submission policies owned by the signed-in user. Also allows the app to create new threat submissions on behalf of the signed-in user.","Read and write threat submissions","68a3156e-46c9-443c-b85c-921397f082b5","True","User","Allows the app to read the threat submissions and threat submission policies that you own. Also allows the app to create new threat submissions on your behalf.","Read and write threat submissions","ThreatSubmission.ReadWrite"
"Allows the app to read all recordings of online meetings, on behalf of the signed-in user.","Read all recordings of online meetings.","190c2bb6-1fdd-4fec-9aa2-7d571b5e1fe3","True","Admin","Allows the app to read all recordings of online meetings, on your behalf.?","Read all recordings of online meetings.?","OnlineMeetingRecording.Read.All"
"Allows the application to obtain basic tenant information about another target tenant within the Azure AD ecosystem on behalf of the signed-in user.","Read cross-tenant basic information","81594d25-e88e-49cf-ac8c-fecbff49f994","True","Admin","Allows the application to obtain basic tenant information about another target tenant within the Azure AD ecosystem on your behalf.","Read cross-tenant basic information","CrossTenantInformation.ReadBasic.All"
"Allows the app to read your organization's authentication event listeners on behalf of the signed-in user.","Read your organization's authentication event listeners","f7dd3bed-5eec-48da-bc73-1c0ef50bc9a1","True","Admin","Allows the app to read your organization's authentication event listeners on your behalf.","Read your organization's authentication event listeners","EventListener.Read.All"
"Allows the application to list and query user profile information associated with the current tenant on behalf of the signed-in user.? It also permits the application to export external user data (e.g. customer content or system-generated logs), associated with the current tenant on behalf of the signed-in user.","Read shared cross-tenant user profile and export data","cb1ba48f-d22b-4325-a07f-74135a62ee41","True","Admin","Allows the application to list and query shared user profile information associated with the current tenant on your behalf.? It also permits the application to export your external user data (e.g. customer content or system-generated logs), associated with the current tenant on your behalf.","Read shared cross-tenant user profile and export data","CrossTenantUserProfileSharing.Read"
"Allows the app to read and update Azure AD recommendations, on behalf of the signed-in user. ","Read and update Azure AD recommendations","f37235e8-90a0-4189-93e2-e55b53867ccd","True","Admin","Allows the app to read and update Azure AD recommendations, on your behalf.","Read and update Azure AD recommendations","DirectoryRecommendations.ReadWrite.All"
"Allows the app to read your organization's threat submissions and threat submission policies on behalf of the signed-in user.","Read all threat submissions","7083913a-4966-44b6-9886-c5822a5fd910","True","Admin","Allows the app to read your organization's threat submissions and threat submission policies on your behalf.","Read all threat submissions","ThreatSubmission.Read.All"
"Allows the application to read and change the tenant-level settings of SharePoint and OneDrive on behalf of the signed-in user.","Read and change SharePoint and OneDrive tenant settings","aa07f155-3612-49b8-a147-6c590df35536","True","Admin","Allows the application to read and change the tenant-level settings of SharePoint and OneDrive on your behalf.","Read and change SharePoint and OneDrive tenant settings","SharePointTenantSettings.ReadWrite.All"
"Allows the app to read or write your organization's authentication event listeners on behalf of the signed-in user.","Read and write your organization's authentication event listeners","d11625a6-fe21-4fc6-8d3d-063eba5525ad","True","Admin","Allows the app to read or write your organization's authentication event listeners on your behalf.","Read and write your organization's authentication event listeners","EventListener.ReadWrite.All"
"Allows the app to read all authentication context information in your organization on behalf of the signed-in user.","Read all authentication context information","57b030f1-8c35-469c-b0d9-e4a077debe70","True","Admin","Allows the app to read all authentication context information in your organization on your behalf.","Read all authentication context information","AuthenticationContext.Read.All"
"Allows the app to read and update all authentication context information in your organization on behalf of the signed-in user.","Read and write all authentication context information","ba6d575a-1344-4516-b777-1404f5593057","True","Admin","Allows the app to read and update all authentication context information in your organization on your behalf.","Read and write all authentication context information","AuthenticationContext.ReadWrite.All"
"Allows the application to list and query any shared user profile information associated with the current tenant on behalf of the signed-in user.? It also permits the application to export external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on behalf of the signed-in user.","Read all shared cross-tenant user profiles and export their data","759dcd16-3c90-463c-937e-abf89f991c18","True","Admin","Allows the application to list and query any shared user profile information associated with the current tenant on your behalf.? It also permits the application to export external user data (e.g. customer content or system-generated logs), for any user associated with the current tenant on your behalf.","Read any shared cross-tenant user profiles and export data","CrossTenantUserProfileSharing.Read.All"
"Allows the application to read the tenant-level settings in SharePoint and OneDrive on behalf of the signed-in user.","Read SharePoint and OneDrive tenant settings","2ef70e10-5bfd-4ede-a5f6-67720500b258","True","Admin","Allows the application to read the tenant-level settings in SharePoint and OneDrive on your behalf.","Read SharePoint and OneDrive tenant settings","SharePointTenantSettings.Read.All"
"Allows the app to read or write your organization's custom authentication extensions on behalf of the signed-in user.","Read and write your organization's custom authentication extensions","8dfcf82f-15d0-43b3-bc78-a958a13a5792","True","Admin","Allows the app to read or write your organization's custom authentication extensions on your behalf.","Read and write your organization's custom authentication extensions","CustomAuthenticationExtension.ReadWrite.All"
"Allows an app to manage license assignments for users and groups, on behalf of the signed-in user.","Manage all license assignments","f55016cc-149c-447e-8f21-7cf3ec1d6350","True","Admin","Allows the app to manage all license assignments, on your behalf.","Manage all license assignments","LicenseAssignment.ReadWrite.All"
"Allows the app to read your organization's custom authentication extensions on behalf of the signed-in user.","Read your oganization's custom authentication extensions","b2052569-c98c-4f36-a5fb-43e5c111e6d0","True","Admin","Allows the app to read your organization's custom authentication extensions on your behalf.","Read your organization's custom authentication extensions","CustomAuthenticationExtension.Read.All"
"Allows the app to read all transcripts of online meetings, on behalf of the signed-in user.","Read all transcripts of online meetings. ","30b87d18-ebb1-45db-97f8-82ccb1f0190c","True","Admin","Allows the app to read all transcripts of online meetings, on your behalf.","Read all transcripts of online meetings.","OnlineMeetingTranscript.Read.All"
"Allows the app to read and write channel messages, on behalf of the signed-in user. This doesn't allow the app to edit the policyViolation of a channel message.","Read and write user channel messages","5922d31f-46c8-4404-9eaf-2117e390a8a4","True","Admin","Allows the app to read and write channel messages, on your behalf. This doesn't allow the app to edit the policyViolation of a channel message.","Read and write user channel messages","ChannelMessage.ReadWrite"
